,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean116,Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132,Mean133,Mean134,Mean135,Mean136,Mean137,Mean138,Mean139,Mean140,Mean141,Mean142,Mean143,Mean144,Mean145,Mean146,Mean147,Mean148,Mean149,Mean150,Mean151,Mean152,Mean153,Mean154,Mean155,Mean156,Mean157,Mean158,Mean159,Mean160,Mean161,Mean162,Mean163,Mean164,Mean165,Mean166,Mean167,Mean168,Mean169,Mean170,Mean171,Mean172,Mean173,Mean174,Mean175,Mean176,Mean177,Mean178,Mean179,Mean180,Mean181,Mean182,Mean183,Mean184,Mean185,Mean186,Mean187,Mean188,Mean189,Mean190,Mean191,Mean192,Mean193,Mean194,Mean195,Mean196,Mean197,Mean198,Mean199,Mean200,Mean201,Mean202,Mean203,Mean204,Mean205,Mean206,Mean207,Mean208,Mean209,Mean210,Mean211,Mean212,baseline,ndata,normalbaseline,Cell1_Peaks,Cell2_Peaks,Cell3_Peaks,Cell4_Peaks,Cell5_Peaks,Cell6_Peaks,Cell7_Peaks,Cell8_Peaks,Cell9_Peaks,Cell10_Peaks,Cell11_Peaks,Cell12_Peaks,Cell13_Peaks,Cell14_Peaks,Cell15_Peaks,Cell16_Peaks,Cell17_Peaks,Cell18_Peaks,Cell19_Peaks,Cell20_Peaks,Cell21_Peaks,Cell22_Peaks,Cell23_Peaks,Cell24_Peaks,Cell25_Peaks,Cell26_Peaks,Cell27_Peaks,Cell28_Peaks,Cell29_Peaks,Cell30_Peaks,Cell31_Peaks,Cell32_Peaks,Cell33_Peaks,Cell34_Peaks,Cell35_Peaks,Cell36_Peaks,Cell37_Peaks,Cell38_Peaks,Cell39_Peaks,Cell40_Peaks,Cell41_Peaks,Cell42_Peaks,Cell43_Peaks,Cell44_Peaks,Cell45_Peaks,Cell46_Peaks,Cell47_Peaks,Cell48_Peaks,Cell49_Peaks,Cell50_Peaks,Cell51_Peaks,Cell52_Peaks,Cell53_Peaks,Cell54_Peaks,Cell55_Peaks,Cell56_Peaks,Cell57_Peaks,Cell58_Peaks,Cell59_Peaks,Cell60_Peaks,Cell61_Peaks,Cell62_Peaks,Cell63_Peaks,Cell64_Peaks,Cell65_Peaks,Cell66_Peaks,Cell67_Peaks,Cell68_Peaks,Cell69_Peaks,Cell70_Peaks,Cell71_Peaks,Cell72_Peaks,Cell73_Peaks,Cell74_Peaks,Cell75_Peaks,Cell76_Peaks,Cell77_Peaks,Cell78_Peaks,Cell79_Peaks,Cell80_Peaks,Cell81_Peaks,Cell82_Peaks,Cell83_Peaks,Cell84_Peaks,Cell85_Peaks,Cell86_Peaks,Cell87_Peaks,Cell88_Peaks,Cell89_Peaks,Cell90_Peaks,Cell91_Peaks,Cell92_Peaks,Cell93_Peaks,Cell94_Peaks,Cell95_Peaks,Cell96_Peaks,Cell97_Peaks,Cell98_Peaks,Cell99_Peaks,Cell100_Peaks,Cell101_Peaks,Cell102_Peaks,Cell103_Peaks,Cell104_Peaks,Cell105_Peaks,Cell106_Peaks,Cell107_Peaks,Cell108_Peaks,Cell109_Peaks,Cell110_Peaks,Cell111_Peaks,Cell112_Peaks,Cell113_Peaks,Cell114_Peaks,Cell115_Peaks,Cell116_Peaks,Cell117_Peaks,Cell118_Peaks,Cell119_Peaks,Cell120_Peaks,Cell121_Peaks,Cell122_Peaks,Cell123_Peaks,Cell124_Peaks,Cell125_Peaks,Cell126_Peaks,Cell127_Peaks,Cell128_Peaks,Cell129_Peaks,Cell130_Peaks,Cell131_Peaks,Cell132_Peaks,Cell133_Peaks,Cell134_Peaks,Cell135_Peaks,Cell136_Peaks,Cell137_Peaks,Cell138_Peaks,Cell139_Peaks,Cell140_Peaks,Cell141_Peaks,Cell142_Peaks,Cell143_Peaks,Cell144_Peaks,Cell145_Peaks,Cell146_Peaks,Cell147_Peaks,Cell148_Peaks,Cell149_Peaks,Cell150_Peaks,Cell151_Peaks,Cell152_Peaks,Cell153_Peaks,Cell154_Peaks,Cell155_Peaks,Cell156_Peaks,Cell157_Peaks,Cell158_Peaks,Cell159_Peaks,Cell160_Peaks,Cell161_Peaks,Cell162_Peaks,Cell163_Peaks,Cell164_Peaks,Cell165_Peaks,Cell166_Peaks,Cell167_Peaks,Cell168_Peaks,Cell169_Peaks,Cell170_Peaks,Cell171_Peaks,Cell172_Peaks,Cell173_Peaks,Cell174_Peaks,Cell175_Peaks,Cell176_Peaks,Cell177_Peaks,Cell178_Peaks,Cell179_Peaks,Cell180_Peaks,Cell181_Peaks,Cell182_Peaks,Cell183_Peaks,Cell184_Peaks,Cell185_Peaks,Cell186_Peaks,Cell187_Peaks,Cell188_Peaks,Cell189_Peaks,Cell190_Peaks,Cell191_Peaks,Cell192_Peaks,Cell193_Peaks,Cell194_Peaks,Cell195_Peaks,Cell196_Peaks,Cell197_Peaks,Cell198_Peaks,Cell199_Peaks,Cell200_Peaks,Cell201_Peaks,Cell202_Peaks,Cell203_Peaks,Cell204_Peaks,Cell205_Peaks,Cell206_Peaks,Cell207_Peaks,Cell208_Peaks,Cell209_Peaks,Cell210_Peaks,Cell211_Peaks,Cell212_Peaks
0,45.853,47.808,48.241,40.518,36.853,42.128,42.043,38.854,48.174,46.511,42.559,39.053,41.344,39.761,46.746,41.937,39.634,56.161,42.132,42.454,46.643,46.969,53.504,45.46,35.303,40.133,40.815,43.729,39.885,44.385,46.063,52.704,50.676,44.583,41.697,55.087,40.279,36.766,40.455,51.143,36.724,49.861,56.385,45.74,44.227,40.542,40.62,39.573,79.998,61.645,39.483,42.753,47.864,37.643,40.646,64.235,51.367,38.077,59.023,56.526,62.319,42.98,44.664,54.119,45.572,42.085,54.034,45.813,38.686,53.823,39.295,42.06,45.298,53.385,41.881,49.3,55.113,70.955,54.066,54.706,52.465,44.387,54.041,56.116,64.909,47.239,48.744,44.055,42.961,57.173,46.455,48.614,49.808,58.861,42.132,51.14,47.596,55.124,51.712,49.429,54.635,47.466,41.391,53.434,39.471,63.239,39.582,40.57,51.513,40.498,39.794,40.412,40.352,61.671,51.077,46.412,52.68,39.151,38.992,56.427,43.846,50.519,38.976,51.336,39.012,39.302,50.643,46.202,36.137,47.563,41.936,41.228,46.758,46.589,44.939,55.533,45.784,66.37,48.093,41.806,45.355,46.719,55.742,47.798,41.338,46.383,43.278,39.599,46.953,48.564,38.787,38.16,43.462,56.405,39.254,76.685,54.176,67.046,44.004,54.848,45.639,56.224,39.623,66.8,52.343,37.426,73.796,59.724,44.582,45.787,57.244,43.049,39.216,43.419,40.972,41.921,64.768,56.112,52.9,76.572,42.441,43.937,96.971,44.864,49.812,41.317,78.633,64.865,40.203,37.773,50.493,46.362,39.883,68.788,54.275,38.138,76.507,44.544,55.477,50.73,45.628,55.409,66.418,63.946,36.714,49.082,67.116,48.004,47.739,57.443,90.72,50.23,49.0533902439024,0.8633032076001328,0.2620361068428168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,45.783,46.054,48.622,40.21,36.847,44.971,40.557,37.877,47.863,46.997,42.301,38.322,41.498,39.427,46.549,41.997,40.25,56.737,41.308,42.464,46.737,46.391,54.098,45.734,34.826,40.521,40.621,44.012,39.684,44.162,45.611,53.319,49.858,44.526,40.833,54.707,39.209,36.612,37.68,49.875,36.272,49.12,55.42,45.682,44.214,39.243,39.175,39.814,79.991,62.135,38.233,41.377,48.993,36.579,41.458,64.051,51.752,36.58,57.562,56.638,63.222,42.171,45.434,53.4,45.749,41.919,52.866,44.768,39.339,53.531,39.971,42.035,45.53,53.332,41.654,48.567,54.352,69.95,54.498,53.382,52.578,43.938,55.159,54.192,64.717,47.632,49.608,44.704,42.751,56.697,46.08,48.493,48.714,58.769,42.115,50.332,46.536,54.521,53.012,49.708,53.439,47.574,40.75,53.577,39.156,61.873,39.102,40.777,50.935,40.575,41.915,40.083,40.168,62.043,50.841,46.227,53.32,38.141,39.913,55.411,44.146,50.694,41.549,52.475,40.417,39.763,50.462,47.348,37.068,47.118,41.763,40.519,47.081,45.819,44.52,55.308,46.392,66.609,48.012,41.435,45.295,47.048,54.439,46.291,40.802,45.26,42.152,40.323,46.55,48.833,38.72,38.242,42.925,55.299,37.966,75.777,57.539,67.888,45.363,54.292,43.647,55.392,38.665,66.81,51.211,35.227,72.391,59.826,44.4,45.303,57.288,43.23,39.483,43.488,38.551,41.958,65.275,56.059,52.902,77.454,42.923,44.349,98.097,44.174,49.196,41.065,75.958,64.652,40.468,37.382,51.022,45.949,40.529,67.433,53.875,39.908,74.507,43.575,55.459,50.345,44.176,54.516,64.843,63.163,37.328,48.529,66.836,48.709,46.198,55.992,91.346,51.319,49.0533902439024,0.44100121995911934,0.2620361068428168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,45.128,48.331,48.77,41.67,36.309,42.631,39.567,37.824,48.106,46.366,42.347,38.534,42.928,39.199,47.051,41.069,38.463,56.212,41.543,42.682,45.517,45.549,53.896,45.067,35.164,41.825,40.508,43.23,40.979,44.712,45.699,53.539,49.631,44.661,40.895,55.457,40.541,35.32,40.019,51.409,36.958,47.533,54.245,45.926,43.538,40.43,40.718,38.617,79.417,61.175,38.517,42.745,47.733,37.389,41.003,63.743,51.174,37.397,57.797,56.348,61.021,44.347,45.049,53.566,45.08,41.411,53.138,46.057,37.669,54.694,40.126,41.771,45.002,52.912,41.107,48.264,54.42,70.815,54.03,54.341,52.279,44.196,53.952,52.324,64.688,45.869,49.694,44.572,43.218,56.971,47.537,48.169,48.704,57.787,42.126,50.991,46.971,54.802,51.32,50.315,53.773,47.644,41.826,53.192,39.373,61.94,39.13,41.034,49.806,39.251,39.412,40.606,39.653,61.303,50.807,45.051,52.805,39.785,40.139,56.518,44.215,50.614,41.884,51.742,40.881,39.862,50.521,47.382,35.353,46.666,41.771,40.011,47.165,45.377,44.224,54.195,46.569,67.379,47.806,41.931,46.52,46.605,54.274,47.751,40.935,45.537,43.122,39.972,47.465,48.526,37.911,38.577,43.573,54.724,37.505,76.103,47.343,67.86,44.765,54.22,46.513,55.946,40.22,65.787,52.353,37.222,73.899,61.351,42.894,46.108,57.001,42.883,40.358,41.725,42.991,42.144,65.377,55.27,52.541,77.062,42.17,43.951,95.153,44.632,49.473,41.18,75.817,62.729,39.114,36.681,51.411,45.323,40.358,67.244,52.826,37.746,74.866,43.201,55.228,50.617,44.951,54.261,65.133,63.156,37.344,48.763,66.833,48.134,46.665,56.248,90.017,48.498,49.0533902439024,0.18023357620437963,0.2620361068428168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,45.641,48.969,48.443,40.192,36.443,43.81,40.157,37.403,48.144,45.753,41.463,37.977,41.822,38.675,45.846,41.745,38.872,57.276,41.473,42.435,45.829,46.296,53.608,45.524,35.304,41.038,41.618,43.131,39.319,44.495,45.573,53.105,49.419,44.772,40.593,54.846,40.504,35.81,40.711,53.441,36.58,49.368,53.069,45.238,43.84,40.944,38.426,38.88,79.106,61.646,37.892,41.918,47.396,38.043,40.643,63.702,51.252,36.347,58.237,57.154,61.748,43.971,45.378,53.692,45.872,41.924,52.926,46.208,37.975,53.605,40.062,42.158,45.367,52.957,41.515,49.649,54.471,69.899,54.363,53.444,51.346,43.63,52.274,50.566,65.17,46.002,48.342,44.705,42.696,56.801,47.059,48.489,48.438,57.124,42.362,50.105,46.798,53.987,52.03,48.982,55.372,46.826,40.339,53.051,39.677,62.188,39.134,41.304,50.979,39.807,40.191,40.46,39.223,61.414,50.257,45.177,52.939,39.36,39.658,56.365,44.185,49.56,39.598,51.408,38.607,39.549,49.702,47.122,37.053,46.69,41.883,40.788,47.297,44.431,44.333,53.776,49.229,66.677,47.506,42.354,46.066,47.408,53.623,45.637,40.661,45.189,42.526,40.107,47.084,47.962,38.591,36.854,42.969,54.904,38.381,76.509,55.461,66.998,43.656,54.3,44.878,54.943,38.352,66.525,52.3,36.343,72.832,61.059,43.024,45.416,56.529,42.766,37.847,42.099,39.907,41.806,65.111,55.577,52.286,77.377,40.876,43.962,96.903,44.259,47.116,41.089,86.742,63.647,42.57,35.766,50.901,45.984,41.004,66.991,53.3,39.808,74.513,44.545,55.195,49.794,44.458,54.691,65.333,62.383,36.832,48.615,66.151,48.332,45.671,56.197,89.811,51.883,49.0533902439024,0.03913077403092302,0.2620361068428168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,46.05,46.454,48.835,41.147,36.321,42.843,39.867,38.455,47.406,45.906,41.854,37.958,42.365,39.076,46.416,42.175,39.134,58.616,40.906,42.434,45.711,46.923,53.632,45.564,35.496,40.577,40.126,42.718,39.663,44.917,45.024,53.108,49.513,45.085,41.055,54.635,40.795,36.275,38.034,54.259,36.677,49.304,52.574,45.34,43.744,39.841,41.252,38.153,79.232,61.244,39.118,41.816,48.246,36.284,40.858,63.684,51.086,37.283,58.463,55.498,61.43,45.398,45.508,53.639,45.708,41.746,52.463,45.157,39.215,54.15,39.5,42.025,45.649,53.69,41.567,48.115,54.887,69.418,54.378,52.766,50.784,44.653,54.635,48.316,64.69,45.874,49.497,44.464,43.147,56.057,46.213,47.62,48.812,58.46,42.531,49.927,47.18,54.447,52.245,49.312,54.675,47.662,40.187,53.611,39.196,61.19,38.405,40.482,50.821,39.193,40.693,40.436,39.997,60.034,48.696,45.427,51.577,39.316,39.988,60.146,43.993,49.334,41.591,50.076,39.917,39.022,49.45,46.243,34.263,46.542,41.167,40.354,45.198,45.067,44.082,52.846,47.634,67.452,48.361,41.223,44.808,47.18,53.646,46.616,41.281,45.453,42.448,40.591,46.729,48.945,37.631,37.194,42.09,55.771,38.394,75.76,55.804,65.994,44.675,53.405,46.038,56.09,38.042,66.244,52.009,35.884,73.611,60.124,44.853,46.686,56.929,43.116,39.767,42.324,40.841,42.077,65.236,55.382,51.572,76.917,41.524,43.742,97.709,43.435,50.161,41.481,88.833,64.444,38.848,37.425,50.791,45.793,39.226,67.041,53.472,39.662,73.709,44.659,54.798,50.388,45.014,55.451,64.995,61.796,36.456,48.121,66.067,46.674,46.684,57.511,89.695,50.756,49.0533902439024,-0.01720445878568455,0.2620361068428168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,45.588,49.738,48.515,42.469,36.13,43.277,39.433,38.651,47.985,46.174,42.993,36.511,41.693,38.894,46.199,41.292,40.555,58.278,41.412,43.073,46.268,47.11,53.842,44.737,35.457,41.169,39.239,43.169,40.155,44.212,45.717,52.594,49.014,45.016,40.881,55.538,41.34,35.574,39.53,54.052,36.062,48.408,52.944,45.412,44.483,40.224,38.509,38.36,80.104,61.078,38.33,41.27,48.08,37.241,41.121,62.992,50.838,36.69,57.441,55.439,61.783,45.311,45.453,53.158,45.147,41.212,53.04,46.287,40.769,55.746,39.895,42.413,43.936,53.496,41.86,48.262,53.479,69.421,54.083,53.848,52.449,44.381,54.38,47.206,64.854,46.015,49.571,44.964,41.735,55.644,45.912,48.004,49.2,58.324,42.671,49.984,46.784,55.037,50.065,49.356,56.071,46.977,40.963,53.938,40.112,61.977,39.632,40.63,50.792,41.396,40.678,40.236,40.472,61.101,48.721,45.032,52.557,39.615,39.792,63.598,45.33,49.407,41.061,51.756,41.452,39.33,50.086,47.728,34.511,46.528,41.954,40.78,46.026,45.962,43.778,52.091,48.35,67.766,47.74,41.088,45.651,47.802,53.26,46.529,40.948,46.192,42.338,40.142,47.06,48.617,37.231,38.418,42.106,55.114,38.496,75.414,60.637,66.385,44.214,53.713,43.513,55.514,37.602,67.234,52.085,35.931,72.914,61.453,44.071,46.919,57.392,43.199,40.42,42.484,39.766,42.144,64.006,55.125,52.028,76.472,41.209,43.76,96.534,44.648,50.259,41.262,101.125,63.82,45.329,38.145,50.444,44.563,38.971,68.629,53.843,36.638,76.255,44.015,54.041,50.428,45.06,54.572,65.155,62.861,36.4,50.035,65.667,47.963,47.208,56.642,88.725,50.366,49.0533902439024,-0.016857372235854484,0.2620361068428168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,44.28,47.077,48.588,42.321,36.702,42.73,39.1,37.189,48.436,46.08,42.886,37.455,41.365,38.143,46.055,42.08,40.482,59.138,41.501,42.538,44.915,45.012,53.415,45.233,35.189,40.891,40.427,42.361,39.812,45.424,45.302,53.356,49.054,44.975,41.123,54.462,39.748,36.244,39.041,53.137,36.221,47.239,51.74,45.393,44.231,41.131,40.285,38.406,80.05,62.359,39.778,42.181,47.547,36.532,40.852,63.313,50.71,36.888,58.102,55.756,61.736,44.944,45.427,53.752,44.911,41.395,52.731,46.15,39.86,52.807,40.39,41.552,44.936,52.288,41.432,48.606,53.14,68.947,54.132,53.747,52.277,44.81,53.719,45.527,65.028,46.008,49.827,45.231,42.463,57.329,46.012,48.073,48.038,58.371,42.154,49.914,46.551,53.183,51.46,50.664,55.729,47.516,41.515,54.509,40.243,61.299,39.047,40.51,51.41,40.242,42.131,40.327,39.944,60.78,48.176,45.587,52.384,39.057,39.861,63.773,43.89,48.234,40.585,51.466,40.048,39.219,49.467,47.175,35.211,46.601,40.93,40.484,45.754,46.766,43.818,51.696,50.284,68.48,47.592,41.874,45.716,48.044,53.98,46.152,42.429,46.689,42.654,39.971,46.969,50.152,39.258,37.051,41.998,55.213,38.291,76.062,61.696,67.463,43.769,53.825,44.185,55.483,37.924,66.572,52.17,36.194,73.694,61.201,45.135,46.045,58.133,43.264,39.0,43.148,40.364,42.147,65.686,53.993,51.735,78.249,40.776,43.787,96.715,44.749,52.089,40.999,96.525,63.378,43.304,37.527,51.283,44.934,38.547,68.02,53.829,37.4,74.758,45.226,54.784,50.521,44.724,53.701,65.502,62.367,37.364,50.303,66.008,48.714,46.804,57.244,87.509,48.925,49.0533902439024,0.018488692601650314,0.2620361068428168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
